gwp_batt_li,gwp_bev_batt,gwp_phev_batt,gwp_phs,gwp_ts_dec_direct_elec,gwp_ts_dec_hp_elec,gwp_ts_dec_thhp_gas,gwp_ts_dec_cogen_gas,gwp_ts_dec_cogen_oil,gwp_ts_dec_advcogen_gas,gwp_ts_dec_advcogen_h2,gwp_ts_dec_boiler_gas,gwp_ts_dec_boiler_wood,gwp_ts_dec_boiler_oil,gwp_ts_dhn_daily,gwp_ts_dhn_seasonal,gwp_ts_high_temp,gwp_gas_storage,gwp_h2_storage,gwp_diesel_storage,gwp_gasoline_storage,gwp_lfo_storage,gwp_ammonia_storage,gwp_methanol_storage,gwp_co2_storage,gwp_op
                66.547204,                73.443454,                84.375748,                 8.372885,                 6.140546,                 6.006667,                 6.197384,                 4.556834,                 6.637064,                 6.039390,                 5.579884,                 6.004643,                 5.126998,                 4.836393,                38.787426,                 1.038902,                 6.760936,                 5.177379,                11.668060,                 0.006343,                 0.005408,                 0.005662,                 0.006324,                 0.006791,                 0.005311,               957.178573
                72.677204,                55.053454,                94.475748,                 7.539885,                 6.702546,                 5.444667,                 5.635384,                 6.242834,                 4.951064,                 6.601390,                 6.141884,                 6.566643,                 5.688998,                 5.398393,                35.067426,                 0.950502,                 6.171936,                 5.749379,                10.678060,                 0.004633,                 0.004838,                 0.006232,                 0.005754,                 0.005081,                 0.004811,               952.002257
                60.417204,                67.313454,               114.675748,                 9.205885,                 5.578546,                 6.568667,                 4.511384,                 5.118834,                 6.075064,                 5.477390,                 5.017884,                 5.442643,                 4.564998,                 6.522393,                42.507426,                 0.773702,                 4.993936,                 4.605379,                 8.698060,                 0.005773,                 0.005978,                 0.005092,                 0.004614,                 0.006221,                 0.005811,               954.458824
                57.352204,                51.988454,                89.425748,                 7.123385,                 6.421546,                 6.287667,                 5.354384,                 4.837834,                 5.232064,                 6.320390,                 5.860884,                 5.723643,                 6.531998,                 6.241393,                40.647426,                 0.817902,                 7.055436,                 6.035379,                 8.203060,                 0.006058,                 0.005123,                 0.005377,                 0.006609,                 0.005936,                 0.004061,               951.391375
                69.612204,                64.248454,               109.625748,                 8.789385,                 5.297546,                 5.163667,                 6.478384,                 5.961834,                 6.356064,                 5.196390,                 4.736884,                 4.599643,                 5.407998,                 5.117393,                33.207426,                 0.994702,                 5.877436,                 4.891379,                10.183060,                 0.004918,                 0.006263,                 0.006517,                 0.005469,                 0.004796,                 0.005061,               951.308504
                63.482204,                58.118454,               119.725748,                 7.956385,                 4.735546,                 5.725667,                 5.916384,                 5.399834,                 4.670064,                 4.634390,                 6.422884,                 5.161643,                 5.969998,                 4.555393,                44.367426,                 0.906302,                 5.288436,                 6.607379,                11.173060,                 0.006628,                 0.006833,                 0.004807,                 0.004899,                 0.006506,                 0.004561,               954.074781
                51.222204,                70.378454,                99.525748,                 9.622385,                 5.859546,                 4.601667,                 4.792384,                 6.523834,                 5.794064,                 5.758390,                 5.298884,                 6.285643,                 4.845998,                 5.679393,                36.927426,                 0.729502,                 6.466436,                 5.463379,                 9.193060,                 0.005488,                 0.005693,                 0.005947,                 0.006039,                 0.005366,                 0.005561,               945.685574
                51.988454,                57.352204,                85.638248,                 9.518260,                 6.491796,                 5.093417,                 6.408134,                 6.032084,                 5.723814,                 5.266640,                 4.807134,                 4.810393,                 5.759248,                 5.047143,                42.972426,                 0.806852,                 5.803811,                 5.391879,                 8.821810,                 0.006557,                 0.005622,                 0.005306,                 0.005256,                 0.005152,                 0.004499,               948.490005
                64.248454,                69.612204,               105.838248,                 7.852260,                 5.367796,                 6.217417,                 5.284134,                 4.908084,                 4.599814,                 6.390640,                 5.931134,                 5.934393,                 4.635248,                 6.171143,                35.532426,                 0.983652,                 6.981811,                 6.535879,                10.801810,                 0.005417,                 0.006762,                 0.006446,                 0.006396,                 0.006292,                 0.005499,               956.134565
                70.378454,                51.222204,               115.938248,                 8.685260,                 4.805796,                 4.531417,                 4.722134,                 6.594084,                 6.285814,                 5.828640,                 5.369134,                 6.496393,                 6.321248,                 6.733143,                39.252426,                 0.895252,                 6.392811,                 4.819879,                11.791810,                 0.005987,                 0.006192,                 0.004736,                 0.005826,                 0.004582,                 0.004999,               949.003453
                58.118454,                63.482204,                95.738248,                 7.019260,                 5.929796,                 5.655417,                 5.846134,                 5.470084,                 5.161814,                 4.704640,                 6.493134,                 5.372393,                 5.197248,                 5.609143,                31.812426,                 0.718452,                 5.214811,                 5.963879,                 9.811810,                 0.004847,                 0.005052,                 0.005876,                 0.004686,                 0.005722,                 0.005999,               949.766464
                61.183454,                54.287204,               110.888248,                 9.934760,                 4.524796,                 5.936417,                 6.689134,                 4.627084,                 6.004814,                 6.109640,                 5.088134,                 5.653393,                 6.040248,                 5.328143,                33.672426,                 0.851052,                 6.687311,                 5.105879,                 9.316810,                 0.004562,                 0.005907,                 0.006731,                 0.006681,                 0.006007,                 0.004249,               953.976184
                73.443454,                66.547204,                90.688248,                 8.268760,                 5.648796,                 4.812417,                 5.565134,                 5.751084,                 4.880814,                 4.985640,                 6.212134,                 4.529393,                 4.916248,                 6.452143,                41.112426,                 1.027852,                 5.509311,                 6.249879,                11.296810,                 0.005702,                 0.004767,                 0.005591,                 0.005541,                 0.004867,                 0.005249,               950.579893
                67.313454,                60.417204,               100.788248,                 9.101760,                 6.210796,                 6.498417,                 5.003134,                 5.189084,                 6.566814,                 5.547640,                 4.526134,                 5.091393,                 6.602248,                 5.890143,                29.952426,                 0.939452,                 4.920311,                 5.677879,                10.306810,                 0.005132,                 0.005337,                 0.006161,                 0.004971,                 0.006577,                 0.004749,               957.344172
                55.053454,                72.677204,               120.988248,                 7.435760,                 5.086796,                 5.374417,                 6.127134,                 6.313084,                 5.442814,                 6.671640,                 5.650134,                 6.215393,                 5.478248,                 4.766143,                37.392426,                 0.762652,                 6.098311,                 6.821879,                 8.326810,                 0.006272,                 0.006477,                 0.005021,                 0.006111,                 0.005437,                 0.005749,               947.223079
                53.520954,                49.689704,                93.213248,                 8.060510,                 5.508296,                 5.514917,                 6.267634,                 5.329584,                 6.145314,                 5.126140,                 5.790634,                 6.636893,                 4.775748,                 5.749643,                42.042426,                 1.049952,                 5.362061,                 5.248879,                 8.574310,                 0.004989,                 0.005765,                 0.004594,                 0.005398,                 0.004725,                 0.004624,               950.920079
                65.780954,                61.949704,               113.413248,                 9.726510,                 6.632296,                 6.638917,                 5.143634,                 6.453584,                 5.021314,                 6.250140,                 4.666634,                 5.512893,                 5.899748,                 4.625643,                34.602426,                 0.873152,                 6.540061,                 6.392879,                10.554310,                 0.006129,                 0.004625,                 0.005734,                 0.006538,                 0.005865,                 0.005624,               958.231582
                71.910954,                55.819704,               103.313248,                 7.227510,                 6.070296,                 4.952917,                 4.581634,                 4.767584,                 6.707314,                 5.688140,                 6.352634,                 4.950893,                 5.337748,                 5.187643,                38.322426,                 0.784752,                 5.951061,                 4.676879,                11.544310,                 0.005559,                 0.005195,                 0.005164,                 0.005968,                 0.005295,                 0.004124,               948.983694
                59.650954,                68.079704,                83.113248,                 8.893510,                 4.946296,                 6.076917,                 5.705634,                 5.891584,                 5.583314,                 4.564140,                 5.228634,                 6.074893,                 6.461748,                 6.311643,                30.882426,                 0.961552,                 4.773061,                 5.820879,                 9.564310,                 0.006699,                 0.006335,                 0.006304,                 0.004828,                 0.006435,                 0.005124,               954.771542
                56.585954,                58.884704,               118.463248,                 7.644010,                 5.789296,                 5.795917,                 6.548634,                 6.734584,                 5.864314,                 5.969140,                 6.633634,                 5.231893,                 5.056748,                 6.592643,                36.462426,                 1.005752,                 6.834561,                 4.962879,                 9.069310,                 0.006414,                 0.005480,                 0.006019,                 0.006823,                 0.006720,                 0.004874,               952.304928
                68.845954,                71.144704,                98.263248,                 9.310010,                 4.665296,                 4.671917,                 5.424634,                 5.610584,                 4.740314,                 4.845140,                 5.509634,                 6.355893,                 6.180748,                 5.468643,                43.902426,                 0.828952,                 5.656561,                 6.106879,                11.049310,                 0.005274,                 0.006620,                 0.004879,                 0.005683,                 0.005580,                 0.005874,               948.913374
                62.715954,                52.754704,                88.163248,                 6.811010,                 5.227296,                 6.357917,                 4.862634,                 6.172584,                 6.426314,                 5.407140,                 6.071634,                 5.793893,                 5.618748,                 4.906643,                32.742426,                 0.740552,                 5.067561,                 5.534879,                10.059310,                 0.005844,                 0.006050,                 0.006589,                 0.005113,                 0.006150,                 0.004374,               953.025554
                50.455954,                65.014704,               108.363248,                 8.477010,                 6.351296,                 5.233917,                 5.986634,                 5.048584,                 5.302314,                 6.531140,                 4.947634,                 4.669893,                 6.742748,                 6.030643,                40.182426,                 0.917352,                 6.245561,                 6.678879,                 8.079310,                 0.004704,                 0.004910,                 0.005449,                 0.006253,                 0.005010,                 0.005374,               948.273161
                50.072829,                59.267829,                95.106998,                 7.175448,                 4.770671,                 6.112042,                 4.687009,                 6.418459,                 6.391189,                 4.950515,                 5.615009,                 6.461268,                 4.600123,                 5.012018,                32.974926,                 0.889727,                 6.355998,                 6.357129,                10.244935,                 0.006664,                 0.006370,                 0.004914,                 0.005719,                 0.005544,                 0.005718,               953.789792
                62.332829,                71.527829,               115.306998,                 8.841448,                 5.894671,                 4.988042,                 5.811009,                 5.294459,                 5.267189,                 6.074515,                 6.739009,                 5.337268,                 5.724123,                 6.136018,                40.414926,                 0.712927,                 5.177998,                 5.213129,                 8.264935,                 0.005524,                 0.005230,                 0.006054,                 0.004579,                 0.006684,                 0.004718,               945.898644
                68.462829,                53.137829,               105.206998,                 8.008448,                 6.456671,                 6.674042,                 6.373009,                 5.856459,                 5.829189,                 6.636515,                 5.053009,                 4.775268,                 5.162123,                 6.698018,                36.694926,                 0.801327,                 5.766998,                 5.785129,                 9.254935,                 0.006094,                 0.004660,                 0.005484,                 0.005149,                 0.004974,                 0.005218,               954.795079
                56.202829,                65.397829,                85.006998,                 9.674448,                 5.332671,                 5.550042,                 5.249009,                 4.732459,                 4.705189,                 5.512515,                 6.177009,                 5.899268,                 6.286123,                 5.574018,                44.134926,                 0.978127,                 6.944998,                 4.641129,                11.234935,                 0.004954,                 0.005800,                 0.006624,                 0.006289,                 0.006114,                 0.004218,               955.204409
                59.267829,                50.072829,               120.356998,                 6.758948,                 6.737671,                 5.269042,                 4.968009,                 5.575459,                 6.672189,                 6.355515,                 4.772009,                 5.618268,                 4.881123,                 5.293018,                38.554926,                 0.933927,                 4.883498,                 6.071129,                11.729935,                 0.004669,                 0.004945,                 0.005769,                 0.004864,                 0.005829,                 0.005968,               951.600930
                71.527829,                62.332829,               100.156998,                 8.424948,                 5.613671,                 6.393042,                 6.092009,                 6.699459,                 5.548189,                 5.231515,                 5.896009,                 6.742268,                 6.005123,                 6.417018,                31.114926,                 0.757127,                 6.061498,                 4.927129,                 9.749935,                 0.005809,                 0.006085,                 0.004629,                 0.006004,                 0.004689,                 0.004968,               954.273327
                65.397829,                56.202829,                90.056998,                 7.591948,                 5.051671,                 4.707042,                 6.654009,                 5.013459,                 6.110189,                 4.669515,                 5.334009,                 6.180268,                 5.443123,                 5.855018,                42.274926,                 0.845527,                 6.650498,                 6.643129,                 8.759935,                 0.005239,                 0.006655,                 0.006339,                 0.006574,                 0.006399,                 0.005468,               945.005643
                53.137829,                68.462829,               110.256998,                 9.257948,                 6.175671,                 5.831042,                 5.530009,                 6.137459,                 4.986189,                 5.793515,                 6.458009,                 5.056268,                 6.567123,                 4.731018,                34.834926,                 1.022327,                 5.472498,                 5.499129,                10.739935,                 0.006379,                 0.005515,                 0.005199,                 0.005434,                 0.005259,                 0.004468,               955.962206
                54.670329,                54.670329,                82.481998,                 8.633198,                 5.754171,                 5.690542,                 4.546509,                 4.872959,                 6.531689,                 4.810015,                 6.317509,                 4.634768,                 5.864623,                 5.714518,                30.184926,                 0.779227,                 5.914248,                 6.500129,                 9.997435,                 0.005096,                 0.005088,                 0.005627,                 0.005861,                 0.005116,                 0.005343,               952.036934
                66.930329,                66.930329,               102.681998,                 6.967198,                 4.630171,                 4.566542,                 5.670509,                 5.996959,                 5.407689,                 5.934015,                 5.193509,                 5.758768,                 4.740623,                 4.590518,                37.624926,                 0.956027,                 4.736248,                 5.356129,                 8.017435,                 0.006236,                 0.006228,                 0.006767,                 0.004721,                 0.006256,                 0.004343,               943.599135
                73.060329,                60.800329,               112.781998,                 9.466198,                 5.192171,                 6.252542,                 6.232509,                 5.434959,                 5.969689,                 6.496015,                 5.755509,                 6.320768,                 6.426623,                 5.152518,                33.904926,                 1.044427,                 5.325248,                 5.928129,                 9.007435,                 0.005666,                 0.006798,                 0.005057,                 0.005291,                 0.005686,                 0.005843,               955.839532
                60.800329,                73.060329,                92.581998,                 7.800198,                 6.316171,                 5.128542,                 5.108509,                 6.558959,                 4.845689,                 5.372015,                 4.631509,                 5.196768,                 5.302623,                 6.276518,                41.344926,                 0.867627,                 6.503248,                 4.784129,                10.987435,                 0.006806,                 0.005658,                 0.006197,                 0.006431,                 0.006826,                 0.004843,               950.353246
                57.735329,                57.735329,               107.731998,                 9.049698,                 5.473171,                 5.409542,                 4.827509,                 5.715959,                 6.250689,                 6.215015,                 6.036509,                 6.039768,                 6.145623,                 6.557518,                39.484926,                 0.735027,                 5.030748,                 6.214129,                11.482435,                 0.006521,                 0.006513,                 0.006482,                 0.005006,                 0.006541,                 0.005093,               952.366810
                69.995329,                69.995329,                87.531998,                 7.383698,                 6.597171,                 6.533542,                 5.951509,                 4.591959,                 5.126689,                 5.091015,                 4.912509,                 4.915768,                 5.021623,                 5.433518,                32.044926,                 0.911827,                 6.208748,                 5.070129,                 9.502435,                 0.005381,                 0.005373,                 0.005342,                 0.006146,                 0.005401,                 0.004093,               954.869365
                63.865329,                51.605329,                97.631998,                 9.882698,                 6.035171,                 4.847542,                 6.513509,                 6.277959,                 5.688689,                 4.529015,                 6.598509,                 5.477768,                 6.707623,                 4.871518,                43.204926,                 1.000227,                 6.797748,                 6.786129,                 8.512435,                 0.005951,                 0.004803,                 0.005912,                 0.006716,                 0.005971,                 0.005593,               948.527024
                51.605329,                63.865329,               117.831998,                 8.216698,                 4.911171,                 5.971542,                 5.389509,                 5.153959,                 4.564689,                 5.653015,                 5.474509,                 6.601768,                 5.583623,                 5.995518,                35.764926,                 0.823427,                 5.619748,                 5.642129,                10.492435,                 0.004811,                 0.005943,                 0.004772,                 0.005576,                 0.004831,                 0.004593,               953.909294
                50.839079,                50.839079,               101.419498,                 7.696073,                 5.262421,                 6.463292,                 5.881259,                 4.521709,                 4.775439,                 5.301765,                 4.701759,                 4.564518,                 6.356373,                 4.660768,                44.599926,                 0.723977,                 6.282373,                 5.284629,                11.111185,                 0.005880,                 0.005871,                 0.006553,                 0.005933,                 0.004618,                 0.005405,               955.322606
                63.099079,                63.099079,                81.219498,                 9.362073,                 6.386421,                 5.339292,                 4.757259,                 5.645709,                 5.899439,                 6.425765,                 5.825759,                 5.688518,                 5.232373,                 5.784768,                37.159926,                 0.900777,                 5.104373,                 6.428629,                 9.131185,                 0.004740,                 0.004731,                 0.005413,                 0.004793,                 0.005758,                 0.004405,               950.715299
                69.229079,                56.969079,                91.319498,                 6.863073,                 5.824421,                 5.901292,                 5.319259,                 5.083709,                 5.337439,                 5.863765,                 5.263759,                 6.250518,                 5.794373,                 6.346768,                40.879926,                 0.989177,                 5.693373,                 4.712629,                 8.141185,                 0.006450,                 0.005301,                 0.005983,                 0.005363,                 0.005188,                 0.005905,               950.855659
