gwp_phs,gwp_ts_dhn_seasonal,gwp_h2_storage,gwp_ts_dec_hp_elec,gwp_batt_li,gwp_bev_batt,gwp_phev_batt,gwp_ts_dec_direct_elec,gwp_ts_dec_thhp_gas,gwp_ts_dec_cogen_gas,gwp_ts_dec_cogen_oil,gwp_ts_dec_advcogen_gas,gwp_ts_dec_advcogen_h2,gwp_ts_dec_boiler_gas,gwp_ts_dec_boiler_wood,gwp_ts_dec_boiler_oil,gwp_ts_dhn_daily,gwp_ts_high_temp,gwp_gas_storage,gwp_diesel_storage,gwp_gasoline_storage,gwp_lfo_storage,gwp_ammonia_storage,gwp_methanol_storage,gwp_co2_storage,gwp_op
                11.003891,                 1.540697,                 3.789353,                 5.728501,                82.591919,                77.115832,               139.911800,                 1.633128,                 9.433991,                 7.192714,                 5.469565,                 7.062410,                 3.771242,                 2.681476,                 6.519328,                 9.312949,                57.827422,                 3.794694,                 9.550797,                 0.008112,                 0.004606,                 0.005559,                 0.008041,                 0.009790,                 0.006167,             18841.288355
                14.127641,                 0.546197,                 7.501853,                 3.621001,               105.579419,                54.128332,               102.036800,                 7.955628,                 3.111491,                 9.300214,                 7.577065,                 9.169910,                 5.878742,                 4.788976,                 4.411828,                 7.205449,                43.877422,                 6.003444,                 7.405797,                 0.001700,                 0.002469,                 0.007697,                 0.005904,                 0.003378,                 0.004292,             18816.440646
                 7.880141,                 1.209197,                14.926853,                 7.836001,                59.604419,               100.103332,                26.286800,                 3.740628,                 7.326491,                 5.085214,                 3.362065,                 4.954910,                 1.663742,                 9.003976,                 8.626828,                 2.990449,                15.977422,                 1.585944,                 3.115797,                 0.005975,                 0.006744,                 0.003422,                 0.001629,                 0.007653,                 0.008042,             18815.320218
                 6.318266,                 0.380447,                 5.645603,                 2.567251,                94.085669,                88.609582,                83.099300,                 2.686878,                 4.165241,                 8.246464,                 6.523315,                 6.008660,                 9.039992,                 7.950226,                 7.573078,                 4.044199,                64.802422,                 7.107819,                 2.043297,                 0.007043,                 0.003538,                 0.004491,                 0.009110,                 0.006584,                 0.001480,             18802.702609
                12.565766,                 1.043447,                13.070603,                 6.782251,                48.110669,                42.634582,               158.849300,                 6.901878,                 8.380241,                 4.031464,                 2.308315,                 1.793660,                 4.824992,                 3.735226,                 3.358078,                 8.259199,                36.902422,                 2.690319,                 6.333297,                 0.002768,                 0.007813,                 0.008766,                 0.004835,                 0.002309,                 0.005230,             18819.932054
                 9.442016,                 0.711947,                16.783103,                 4.674751,                25.123169,                65.622082,               120.974300,                 4.794378,                 2.057741,                 1.923964,                 8.630815,                 3.901160,                 6.932492,                 1.627726,                 9.680578,                 6.151699,                22.952422,                 9.316569,                 8.478297,                 0.009181,                 0.009950,                 0.002353,                 0.002698,                 0.008722,                 0.003355,             18889.789655
                 3.194516,                 1.374947,                 9.358103,                 8.889751,                71.098169,                19.647082,                45.224300,                 9.009378,                 6.272741,                 6.138964,                 4.415815,                 8.116160,                 2.717492,                 5.842726,                 5.465578,                 1.936699,                50.852422,                 4.899069,                 4.188297,                 0.004906,                 0.005675,                 0.006628,                 0.006973,                 0.004447,                 0.007105,             18891.576749
                 3.584985,                 0.670510,                 4.253415,                 8.626313,                96.959107,                39.761145,               154.114925,                 7.165316,                 6.009304,                 4.294902,                 2.571753,                 2.583973,                 6.142180,                 3.471788,                 8.890265,                 3.780761,                35.158672,                 4.622975,                 3.383922,                 0.008914,                 0.005408,                 0.004223,                 0.004034,                 0.003645,                 0.003121,             18857.570747
                 9.832485,                 1.333510,                11.678415,                 4.411313,                50.984107,                85.736145,                78.364925,                 2.950316,                 1.794304,                 8.509902,                 6.786753,                 6.798973,                 1.927180,                 7.686788,                 4.675265,                 7.995761,                63.058672,                 9.040475,                 7.673922,                 0.004639,                 0.009683,                 0.008498,                 0.008309,                 0.007920,                 0.006871,             18904.511580
                12.956235,                 0.339010,                15.390915,                 6.518813,                27.996607,                16.773645,                40.489925,                 9.272816,                 8.116804,                 6.402402,                 4.679253,                 8.906473,                 8.249680,                 9.794288,                 6.782765,                 5.888261,                49.108672,                 2.414225,                 9.818922,                 0.006776,                 0.007545,                 0.002086,                 0.006171,                 0.001508,                 0.004996,             18785.401826
                 6.708735,                 1.002010,                 7.965915,                 2.303813,                73.971607,                62.748645,               116.239925,                 5.057816,                 3.901804,                 2.187402,                 8.894253,                 4.691473,                 4.034680,                 5.579288,                 2.567765,                 1.673261,                21.208672,                 6.831725,                 5.528922,                 0.002501,                 0.003270,                 0.006361,                 0.001896,                 0.005783,                 0.008746,             18817.392531
                 8.270610,                 0.504760,                13.534665,                 9.680063,                16.502857,                74.242395,               173.052425,                 1.896566,                 7.063054,                 7.456152,                 3.625503,                 5.745223,                 7.195930,                 4.525538,                 3.621515,                 4.834511,                56.083672,                 3.518600,                 4.456422,                 0.001432,                 0.006477,                 0.009567,                 0.009377,                 0.006851,                 0.002183,             18848.636158
                14.518110,                 1.167760,                 6.109665,                 5.465063,                62.477857,                28.267395,                97.302425,                 6.111566,                 2.848054,                 3.241152,                 7.840503,                 1.530223,                 2.980930,                 8.740538,                 7.836515,                 9.049511,                28.183672,                 7.936100,                 8.746422,                 0.005707,                 0.002202,                 0.005292,                 0.005102,                 0.002576,                 0.005933,             18900.114628
                11.394360,                 0.836260,                 9.822165,                 7.572563,                85.465357,                97.229895,                59.427425,                 4.004066,                 9.170554,                 5.348652,                 1.518003,                 3.637723,                 9.303430,                 6.633038,                 1.514015,                 6.942011,                14.233672,                 5.727350,                 6.601422,                 0.003570,                 0.004339,                 0.007430,                 0.002965,                 0.008989,                 0.004058,             18876.794731
                 5.146860,                 1.499260,                17.247165,                 3.357563,                39.490357,                51.254895,               135.177425,                 8.219066,                 4.955554,                 9.563652,                 5.733003,                 7.852723,                 5.088430,                 2.418038,                 5.729015,                 2.727011,                42.133672,                10.144850,                 2.311422,                 0.007845,                 0.008614,                 0.003155,                 0.007240,                 0.004714,                 0.007808,             18907.318281
                 4.365922,                 0.256135,                 7.037790,                 4.938188,                56.730982,                57.001770,               144.646175,                 4.530941,                 7.589929,                 3.768027,                 6.259878,                 9.433348,                 2.454055,                 6.106163,                 8.363390,                 9.576386,                24.696172,                 4.070788,                 2.847672,                 0.003035,                 0.005942,                 0.001551,                 0.004568,                 0.002042,                 0.003589,             18780.084730
                10.613422,                 0.919135,                14.462790,                 9.153188,               102.705982,               102.976770,                68.896175,                 8.745941,                 3.374929,                 7.983027,                 2.044878,                 5.218348,                 6.669055,                 1.891163,                 4.148390,                 5.361386,                52.596172,                 8.488288,                 7.137672,                 0.007310,                 0.001667,                 0.005826,                 0.008843,                 0.006317,                 0.007339,             18947.991107
                13.737172,                 0.587635,                10.750290,                 2.830688,                79.718482,                34.014270,                31.021175,                 2.423441,                 9.697429,                 5.875527,                 8.367378,                 3.110848,                 4.561555,                 3.998663,                 6.255890,                 3.253886,                38.646172,                 1.862038,                 9.282672,                 0.005173,                 0.003805,                 0.003689,                 0.006706,                 0.004179,                 0.001714,             18731.338164
                 7.489672,                 1.250635,                 3.325290,                 7.045688,                33.743482,                79.989270,               106.771175,                 6.638441,                 5.482429,                 1.660527,                 4.152378,                 7.325848,                 8.776555,                 8.213663,                 2.040890,                 7.468886,                10.746172,                 6.279538,                 4.992672,                 0.009448,                 0.008080,                 0.007964,                 0.002431,                 0.008454,                 0.005464,             18889.680176
                 5.927797,                 0.753385,                16.319040,                 3.884438,                68.224732,                68.495520,               163.583675,                 9.799691,                 6.536179,                 6.929277,                 9.421128,                 4.164598,                 3.507805,                 9.267413,                 5.202140,                 8.522636,                59.571172,                 2.966413,                 3.920172,                 0.008379,                 0.004873,                 0.006895,                 0.009912,                 0.009523,                 0.004527,             18765.697435
                12.175297,                 1.416385,                 8.894040,                 8.099438,                22.249732,                22.520520,                87.833675,                 5.584691,                 2.321179,                 2.714277,                 5.206128,                 8.379598,                 7.722805,                 5.052413,                 9.417140,                 4.307636,                31.671172,                 7.383913,                 8.210172,                 0.004104,                 0.009148,                 0.002620,                 0.005637,                 0.005248,                 0.008277,             18934.399320
                 9.051547,                 0.421885,                 5.181540,                 1.776938,                45.237232,                91.483020,                49.958675,                 7.692191,                 8.643679,                 4.821777,                 7.313628,                 6.272098,                 5.615305,                 2.944913,                 3.094640,                 2.200136,                17.721172,                 5.175163,                 6.065172,                 0.006242,                 0.007011,                 0.009033,                 0.003499,                 0.007386,                 0.002652,             18759.510906
                 2.804047,                 1.084885,                12.606540,                 5.991938,                91.212232,                45.508020,               125.708675,                 3.477191,                 4.428679,                 9.036777,                 3.098628,                 2.057098,                 9.830305,                 7.159913,                 7.309640,                 6.415136,                45.621172,                 9.592663,                 1.775172,                 0.001967,                 0.002736,                 0.004758,                 0.007774,                 0.003111,                 0.006402,             18920.113422
                 2.608813,                 0.774104,                 7.733884,                 2.698969,                26.559888,                81.425988,                38.122738,                 8.614222,                 8.511960,                 3.109433,                 5.601284,                 8.774754,                 1.795461,                 3.340069,                 3.226359,                 5.756542,                48.236797,                 8.350241,                 6.467359,                 0.009314,                 0.008213,                 0.002754,                 0.005770,                 0.005115,                 0.007691,             18837.283481
                 8.856313,                 1.437104,                15.158884,                 6.913969,                72.534888,                35.450988,               113.872738,                 4.399222,                 4.296960,                 7.324433,                 9.816284,                 4.559754,                 6.010461,                 7.555069,                 7.441359,                 1.541542,                20.336797,                 3.932741,                 2.177359,                 0.005039,                 0.003938,                 0.007029,                 0.001495,                 0.009390,                 0.003941,             18854.723838
                11.980063,                 0.442604,                11.446384,                 4.806469,                95.522388,               104.413488,               151.747738,                 6.506722,                 6.404460,                 9.431933,                 3.493784,                 2.452254,                 3.902961,                 9.662569,                 5.333859,                 3.649042,                34.286797,                 6.141491,                 4.322359,                 0.007177,                 0.001801,                 0.004891,                 0.003633,                 0.002977,                 0.005816,             18830.049774
                 5.732563,                 1.105604,                 4.021384,                 9.021469,                49.547388,                58.438488,                75.997738,                 2.291722,                 2.189460,                 5.216933,                 7.708784,                 6.667254,                 8.117961,                 5.447569,                 9.548859,                 7.864042,                62.186797,                 1.723991,                 8.612359,                 0.002902,                 0.006076,                 0.009166,                 0.007908,                 0.007252,                 0.002066,             18827.733788
                 7.294438,                 0.276854,                17.015134,                 1.645219,               107.016138,                46.944738,                57.060238,                 5.452972,                 9.565710,                 8.378183,                 2.440034,                 5.613504,                 2.849211,                 4.393819,                 6.387609,                 6.810292,                13.361797,                 7.245866,                 9.684859,                 0.001833,                 0.002870,                 0.005960,                 0.002564,                 0.006183,                 0.008628,             18784.159286
                13.541938,                 0.939854,                 9.590134,                 5.860219,                61.041138,                92.919738,               132.810238,                 9.667972,                 5.350710,                 4.163183,                 6.655034,                 9.828504,                 7.064211,                 8.608819,                 2.172609,                 2.595292,                41.261797,                 2.828366,                 5.394859,                 0.006108,                 0.007145,                 0.001685,                 0.006839,                 0.001908,                 0.004878,             18806.841440
                10.418188,                 0.608354,                 5.877634,                 3.752719,                38.053638,                23.957238,               170.685238,                 3.345472,                 7.458210,                 2.055683,                 4.547534,                 7.721004,                 4.956711,                 6.501319,                 8.495109,                 4.702792,                55.211797,                 9.454616,                 3.249859,                 0.003971,                 0.009282,                 0.008098,                 0.008977,                 0.008321,                 0.006753,             18875.168276
                 4.170688,                 1.271354,                13.302634,                 7.967719,                84.028638,                69.932238,                94.935238,                 7.560472,                 3.243210,                 6.270683,                 8.762534,                 3.506004,                 9.171711,                 2.286319,                 4.280109,                 8.917792,                27.311797,                 5.037116,                 7.539859,                 0.008246,                 0.005007,                 0.003823,                 0.004702,                 0.004046,                 0.003003,             18878.494693
                 4.951625,                 0.525479,                 3.093259,                 6.387094,                66.788013,                64.185363,                28.653988,                 2.818597,                 9.038835,                 2.582558,                 8.235659,                 1.925379,                 6.537336,                 5.974444,                 1.645734,                 3.122167,                37.774297,                 8.902428,                 5.931109,                 0.003436,                 0.003404,                 0.005426,                 0.006305,                 0.003511,                 0.006285,             18895.280124
                11.199125,                 1.188479,                10.518259,                 2.172094,                20.813013,                18.210363,               104.403988,                 7.033597,                 4.823835,                 6.797558,                 4.020659,                 6.140379,                 2.322336,                 1.759444,                 5.860734,                 7.337167,                 9.874297,                 4.484928,                 1.641109,                 0.007711,                 0.007679,                 0.009701,                 0.002030,                 0.007786,                 0.002535,             18786.018837
                14.322875,                 0.856979,                14.230759,                 8.494594,                43.800513,                87.172863,               142.278988,                 4.926097,                 6.931335,                 8.905058,                 6.128159,                 8.247879,                 8.644836,                 3.866944,                 3.753234,                 9.444667,                23.824297,                 6.693678,                 3.786109,                 0.005574,                 0.009816,                 0.003288,                 0.004167,                 0.005649,                 0.008160,             18910.047730
                 8.075375,                 1.519979,                 6.805759,                 4.279594,                89.775513,                41.197863,                66.528988,                 9.141097,                 2.716335,                 4.690058,                 1.913159,                 4.032879,                 4.429836,                 8.081944,                 7.968234,                 5.229667,                51.724297,                 2.276178,                 8.076109,                 0.009849,                 0.005541,                 0.007563,                 0.008442,                 0.009924,                 0.004410,             18788.429627
                 6.513500,                 0.691229,                12.374509,                 7.440844,                55.294263,                52.691613,                47.591488,                 5.979847,                 7.985085,                 7.851308,                 7.181909,                 7.194129,                 7.591086,                 9.135694,                 6.914484,                 2.068417,                16.849297,                 7.798053,                 9.148609,                 0.008780,                 0.008748,                 0.008632,                 0.003099,                 0.008855,                 0.005347,             18899.594994
                12.761000,                 1.354229,                 4.949509,                 3.225844,               101.269263,                98.666613,               123.341488,                 1.764847,                 3.770085,                 3.636308,                 2.966909,                 2.979129,                 3.376086,                 4.920694,                 2.699484,                 6.283417,                44.749297,                 3.380553,                 4.858609,                 0.004505,                 0.004473,                 0.004357,                 0.007374,                 0.004580,                 0.001597,             18791.820529
                 9.637250,                 0.359729,                 8.662009,                 9.548344,                78.281763,                29.704113,               161.216488,                 8.087347,                 5.877585,                 1.528808,                 9.289409,                 5.086629,                 9.698586,                 2.813194,                 9.021984,                 8.390917,                58.699297,                10.006803,                 2.713609,                 0.006643,                 0.002335,                 0.006494,                 0.009511,                 0.006718,                 0.007222,             18955.472026
                 3.389750,                 1.022729,                16.087009,                 5.333344,                32.306763,                75.679113,                85.466488,                 3.872347,                 1.662585,                 5.743808,                 5.074409,                 9.301629,                 5.483586,                 7.028194,                 4.806984,                 4.175917,                30.799297,                 5.589303,                 7.003609,                 0.002368,                 0.006610,                 0.002219,                 0.005236,                 0.002443,                 0.003472,             18840.839365
                 2.999282,                 0.318291,                10.054197,                 4.016157,                46.673951,                95.793176,               118.607113,                 1.501409,                 2.452897,                 4.426620,                 2.176597,                 1.661942,                 8.381399,                 2.022882,                 9.812297,                 1.804980,                46.493047,                 4.208834,                 8.344234,                 0.006375,                 0.006343,                 0.008899,                 0.006572,                 0.001641,                 0.006519,             18770.159956
                 9.246782,                 0.981291,                 2.629197,                 8.231157,                92.648951,                49.818176,                42.857113,                 5.716409,                 6.667897,                 8.641620,                 6.391597,                 5.876942,                 4.166399,                 6.237882,                 5.597297,                 6.019980,                18.593047,                 8.626334,                 4.054234,                 0.002100,                 0.002068,                 0.004624,                 0.002297,                 0.005916,                 0.002769,             18938.471916
                12.370532,                 0.649791,                 6.341697,                 1.908657,                69.661451,                72.805676,                80.732113,                 3.608909,                 4.560397,                 6.534120,                 4.284097,                 7.984442,                 6.273899,                 8.345382,                 7.704797,                 8.127480,                32.543047,                 2.000084,                 1.909234,                 0.008513,                 0.004205,                 0.006762,                 0.004434,                 0.003779,                 0.008394,             18718.167505
