gwp_phs,gwp_ts_dhn_seasonal,gwp_h2_storage,gwp_ts_dec_hp_elec,gwp_batt_li,gwp_bev_batt,gwp_phev_batt,gwp_ts_dec_direct_elec,gwp_ts_dec_thhp_gas,gwp_ts_dec_cogen_gas,gwp_ts_dec_cogen_oil,gwp_ts_dec_advcogen_gas,gwp_ts_dec_advcogen_h2,gwp_ts_dec_boiler_gas,gwp_ts_dec_boiler_wood,gwp_ts_dec_boiler_oil,gwp_ts_dhn_daily,gwp_ts_high_temp,gwp_gas_storage,gwp_diesel_storage,gwp_gasoline_storage,gwp_lfo_storage,gwp_ammonia_storage,gwp_methanol_storage,gwp_co2_storage,gwp_op
                 7.897663,                 0.915469,                 9.384244,                 4.735684,                64.679095,                61.686305,               105.063980,                 5.470084,                 5.161814,                 4.704640,                 6.493134,                 5.372393,                 5.197248,                 5.609143,                 4.806071,                 4.567536,                32.935646,                 6.141127,                 5.669046,                 0.004847,                 0.005052,                 0.005876,                 0.004686,                 0.005722,                 0.005999,             18842.670132
                 8.314163,                 0.782869,                10.869244,                 6.702684,                49.354095,                64.751305,               120.213980,                 4.627084,                 6.004814,                 6.109640,                 5.088134,                 5.653393,                 6.040248,                 5.328143,                 5.087071,                 5.410536,                42.235646,                 5.257627,                 5.383046,                 0.004562,                 0.005907,                 0.006731,                 0.006681,                 0.006007,                 0.004249,             18851.040393
                 9.980163,                 0.959669,                 8.889244,                 5.578684,                61.614095,                52.491305,               100.013980,                 5.751084,                 4.880814,                 4.985640,                 6.212134,                 4.529393,                 4.916248,                 6.452143,                 6.211071,                 6.534536,                34.795646,                 6.435627,                 6.527046,                 0.005702,                 0.004767,                 0.005591,                 0.005541,                 0.004867,                 0.005249,             18863.638968
                 9.147163,                 0.871269,                 9.879244,                 6.140684,                67.744095,                70.881305,                89.913980,                 5.189084,                 6.566814,                 5.547640,                 4.526134,                 5.091393,                 6.602248,                 5.890143,                 4.525071,                 5.972536,                31.075646,                 5.846627,                 5.955046,                 0.005132,                 0.005337,                 0.006161,                 0.004971,                 0.006577,                 0.004749,             18857.406417
                 7.481163,                 1.048069,                11.859244,                 5.016684,                55.484095,                58.621305,               110.113980,                 6.313084,                 5.442814,                 6.671640,                 5.650134,                 6.215393,                 5.478248,                 4.766143,                 5.649071,                 4.848536,                38.515646,                 7.024627,                 4.811046,                 0.006272,                 0.006477,                 0.005021,                 0.006111,                 0.005437,                 0.005749,             18866.180796
                 7.272913,                 0.716569,                 9.136744,                 5.438184,                60.081595,                60.153805,               112.638980,                 5.329584,                 6.145314,                 5.126140,                 5.790634,                 6.636893,                 4.775748,                 5.749643,                 6.351571,                 6.675036,                33.865646,                 5.404877,                 4.954046,                 0.004989,                 0.005765,                 0.004594,                 0.005398,                 0.004725,                 0.004624,             18832.027800
                 8.938913,                 0.893369,                11.116744,                 6.562184,                72.341595,                72.413805,                92.438980,                 6.453584,                 5.021314,                 6.250140,                 4.666634,                 5.512893,                 5.899748,                 4.625643,                 5.227571,                 5.551036,                41.305646,                 6.582877,                 6.098046,                 0.006129,                 0.004625,                 0.005734,                 0.006538,                 0.005865,                 0.005624,             18876.554143
                 9.771913,                 0.804969,                10.126744,                 4.876184,                66.211595,                54.023805,                82.338980,                 4.767584,                 6.707314,                 5.688140,                 6.352634,                 4.950893,                 5.337748,                 5.187643,                 5.789571,                 4.989036,                37.585646,                 4.815877,                 6.670046,                 0.005559,                 0.005195,                 0.005164,                 0.005968,                 0.005295,                 0.004124,             18819.740861
                 8.105913,                 0.981769,                 8.146744,                 6.000184,                53.951595,                66.283805,               102.538980,                 5.891584,                 5.583314,                 4.564140,                 5.228634,                 6.074893,                 6.461748,                 6.311643,                 4.665571,                 6.113036,                30.145646,                 5.993877,                 5.526046,                 0.006699,                 0.006335,                 0.006304,                 0.004828,                 0.006435,                 0.005124,             18860.860257
                 7.689413,                 0.849169,                11.611744,                 5.157184,                63.146595,                63.218805,               117.688980,                 6.734584,                 5.864314,                 5.969140,                 6.633634,                 5.231893,                 5.056748,                 6.592643,                 5.508571,                 6.394036,                43.165646,                 5.110377,                 5.240046,                 0.006414,                 0.005480,                 0.006019,                 0.006823,                 0.006720,                 0.004874,             18828.322685
                 9.355413,                 1.025969,                 9.631744,                 6.281184,                50.886595,                50.958805,                97.488980,                 5.610584,                 4.740314,                 4.845140,                 5.509634,                 6.355893,                 6.180748,                 5.468643,                 6.632571,                 5.270036,                35.725646,                 6.288377,                 6.384046,                 0.005274,                 0.006620,                 0.004879,                 0.005683,                 0.005580,                 0.005874,             18872.855670
                 8.522413,                 0.760769,                 8.641744,                 4.595184,                57.016595,                69.348805,                87.388980,                 6.172584,                 6.426314,                 5.407140,                 6.071634,                 5.793893,                 5.618748,                 4.906643,                 4.946571,                 4.708036,                32.005646,                 5.699377,                 5.812046,                 0.005844,                 0.006050,                 0.006589,                 0.005113,                 0.006150,                 0.004374,             18827.987488
                 6.856413,                 0.937569,                10.621744,                 5.719184,                69.276595,                57.088805,               107.588980,                 5.048584,                 5.302314,                 6.531140,                 4.947634,                 4.669893,                 6.742748,                 6.030643,                 6.070571,                 5.832036,                39.445646,                 6.877377,                 4.668046,                 0.004704,                 0.004910,                 0.005449,                 0.006253,                 0.005010,                 0.005374,             18868.989213
                 6.804350,                 0.854694,                 9.322369,                 4.841059,                52.035970,                66.666930,                84.232730,                 6.418459,                 6.391189,                 4.950515,                 5.615009,                 6.461268,                 4.600123,                 5.012018,                 4.981696,                 5.656411,                40.143146,                 6.546064,                 5.919296,                 0.006664,                 0.006370,                 0.004914,                 0.005719,                 0.005544,                 0.005718,             18847.674523
                 8.470350,                 1.031494,                11.302369,                 5.965059,                64.295970,                54.406930,               104.432730,                 5.294459,                 5.267189,                 6.074515,                 6.739009,                 5.337268,                 5.724123,                 6.136018,                 6.105696,                 4.532411,                32.703146,                 5.368064,                 4.775296,                 0.005524,                 0.005230,                 0.006054,                 0.004579,                 0.006684,                 0.004718,             18851.822999
                 9.303350,                 0.766294,                10.312369,                 5.403059,                70.425970,                72.796930,               114.532730,                 5.856459,                 5.829189,                 6.636515,                 5.053009,                 4.775268,                 5.162123,                 6.698018,                 5.543696,                 5.094411,                36.423146,                 5.957064,                 5.347296,                 0.006094,                 0.004660,                 0.005484,                 0.005149,                 0.004974,                 0.005218,             18845.079833
                 7.637350,                 0.943094,                 8.332369,                 6.527059,                58.165970,                60.536930,                94.332730,                 4.732459,                 4.705189,                 5.512515,                 6.177009,                 5.899268,                 6.286123,                 5.574018,                 6.667696,                 6.218411,                43.863146,                 4.779064,                 6.491296,                 0.004954,                 0.005800,                 0.006624,                 0.006289,                 0.006114,                 0.004218,             18845.415285
                 8.053850,                 0.722094,                11.797369,                 4.560059,                73.490970,                57.471930,                89.282730,                 5.575459,                 6.672189,                 6.355515,                 4.772009,                 5.618268,                 4.881123,                 5.293018,                 5.824696,                 5.937411,                30.843146,                 6.251564,                 6.777296,                 0.004669,                 0.004945,                 0.005769,                 0.004864,                 0.005829,                 0.005968,             18834.957880
                 9.719850,                 0.898894,                 9.817369,                 5.684059,                61.230970,                69.731930,               109.482730,                 6.699459,                 5.548189,                 5.231515,                 5.896009,                 6.742268,                 6.005123,                 6.417018,                 4.700696,                 4.813411,                38.283146,                 5.073564,                 5.633296,                 0.005809,                 0.006085,                 0.004629,                 0.006004,                 0.004689,                 0.004968,             18839.209217
                 8.886850,                 0.810494,                 8.827369,                 5.122059,                55.100970,                51.341930,               119.582730,                 5.013459,                 6.110189,                 4.669515,                 5.334009,                 6.180268,                 5.443123,                 5.855018,                 6.386696,                 5.375411,                42.003146,                 6.840564,                 5.061296,                 0.005239,                 0.006655,                 0.006339,                 0.006574,                 0.006399,                 0.005468,             18857.354931
                 7.220850,                 0.987294,                10.807369,                 6.246059,                67.360970,                63.601930,                99.382730,                 6.137459,                 4.986189,                 5.793515,                 6.458009,                 5.056268,                 6.567123,                 4.731018,                 5.262696,                 6.499411,                34.563146,                 5.662564,                 6.205296,                 0.006379,                 0.005515,                 0.005199,                 0.005434,                 0.005259,                 0.004468,             18857.908182
                 7.429100,                 0.788394,                 8.084869,                 5.824559,                62.763470,                62.069430,                81.707730,                 4.872959,                 6.531689,                 4.810015,                 6.317509,                 4.634768,                 5.864623,                 5.714518,                 4.560196,                 4.953911,                37.353146,                 6.693314,                 5.776296,                 0.005096,                 0.005088,                 0.005627,                 0.005861,                 0.005116,                 0.005343,             18862.434171
                 9.095100,                 0.965194,                10.064869,                 4.700559,                50.503470,                49.809430,               101.907730,                 5.996959,                 5.407689,                 5.934015,                 5.193509,                 5.758768,                 4.740623,                 4.590518,                 5.684196,                 6.077911,                29.913146,                 5.515314,                 4.632296,                 0.006236,                 0.006228,                 0.006767,                 0.004721,                 0.006256,                 0.004343,             18834.529749
                 9.928100,                 0.876794,                11.054869,                 6.386559,                56.633470,                68.199430,               112.007730,                 5.434959,                 5.969689,                 6.496015,                 5.755509,                 6.320768,                 6.426623,                 5.152518,                 5.122196,                 6.639911,                33.633146,                 6.104314,                 5.204296,                 0.005666,                 0.006798,                 0.005057,                 0.005291,                 0.005686,                 0.005843,             18866.360669
                 8.262100,                 1.053594,                 9.074869,                 5.262559,                68.893470,                55.939430,                91.807730,                 6.558959,                 4.845689,                 5.372015,                 4.631509,                 5.196768,                 5.302623,                 6.276518,                 6.246196,                 5.515911,                41.073146,                 4.926314,                 6.348296,                 0.006806,                 0.005658,                 0.006197,                 0.006431,                 0.006826,                 0.004843,             18834.752793
                 7.845600,                 0.832594,                10.559869,                 6.105559,                59.698470,                59.004430,                86.757730,                 5.715959,                 6.250689,                 6.215015,                 6.036509,                 6.039768,                 6.145623,                 6.557518,                 5.965196,                 4.672911,                31.773146,                 6.398814,                 6.634296,                 0.006521,                 0.006513,                 0.006482,                 0.005006,                 0.006541,                 0.005093,             18863.501261
                 9.511600,                 1.009394,                 8.579869,                 4.981559,                71.958470,                71.264430,               106.957730,                 4.591959,                 5.126689,                 5.091015,                 4.912509,                 4.915768,                 5.021623,                 5.433518,                 4.841196,                 5.796911,                39.213146,                 5.220814,                 5.490296,                 0.005381,                 0.005373,                 0.005342,                 0.006146,                 0.005401,                 0.004093,             18835.557905
                 8.678600,                 0.744194,                 9.569869,                 6.667559,                65.828470,                52.874430,               117.057730,                 6.277959,                 5.688689,                 4.529015,                 6.598509,                 5.477768,                 6.707623,                 4.871518,                 6.527196,                 6.358911,                42.933146,                 6.987814,                 4.918296,                 0.005951,                 0.004803,                 0.005912,                 0.006716,                 0.005971,                 0.005593,             18879.134638
                 7.012600,                 0.920994,                11.549869,                 5.543559,                53.568470,                65.134430,                96.857730,                 5.153959,                 4.564689,                 5.653015,                 5.474509,                 6.601768,                 5.583623,                 5.995518,                 5.403196,                 5.234911,                35.493146,                 5.809814,                 6.062296,                 0.004811,                 0.005943,                 0.004772,                 0.005576,                 0.004831,                 0.004593,             18847.819303
                 6.908475,                 0.733144,                 9.941119,                 5.192309,                57.399720,                70.498180,               105.695230,                 4.521709,                 4.775439,                 5.301765,                 4.701759,                 4.564518,                 6.356373,                 4.660768,                 6.737946,                 4.602661,                39.678146,                 5.441689,                 6.419796,                 0.005880,                 0.005871,                 0.006553,                 0.005933,                 0.004618,                 0.005405,             18829.382569
                 8.574475,                 0.909944,                 7.961119,                 6.316309,                69.659720,                58.238180,                85.495230,                 5.645709,                 5.899439,                 6.425765,                 5.825759,                 5.688518,                 5.232373,                 5.784768,                 5.613946,                 5.726661,                32.238146,                 6.619689,                 5.275796,                 0.004740,                 0.004731,                 0.005413,                 0.004793,                 0.005758,                 0.004405,             18873.906729
                 9.407475,                 0.821544,                 8.951119,                 4.630309,                63.529720,                64.368180,                95.595230,                 5.083709,                 5.337439,                 5.863765,                 5.263759,                 6.250518,                 5.794373,                 6.346768,                 6.175946,                 6.288661,                35.958146,                 4.852689,                 4.703796,                 0.006450,                 0.005301,                 0.005983,                 0.005363,                 0.005188,                 0.005905,             18817.060655
                 7.741475,                 0.998344,                10.931119,                 5.754309,                51.269720,                52.108180,               115.795230,                 6.207709,                 6.461439,                 4.739765,                 6.387759,                 5.126518,                 4.670373,                 5.222768,                 5.051946,                 5.164661,                43.398146,                 6.030689,                 5.847796,                 0.005310,                 0.006441,                 0.004843,                 0.006503,                 0.006328,                 0.004905,             18858.218138
                 8.157975,                 0.865744,                 8.456119,                 5.473309,                66.594720,                49.043180,               110.745230,                 5.926709,                 5.056439,                 6.144765,                 5.544759,                 5.969518,                 6.637373,                 5.503768,                 5.332946,                 4.883661,                30.378146,                 5.147189,                 6.133796,                 0.005595,                 0.005586,                 0.005698,                 0.005078,                 0.006613,                 0.005155,             18834.576078
                 9.823975,                 1.042544,                10.436119,                 6.597309,                54.334720,                61.303180,                90.545230,                 4.802709,                 6.180439,                 5.020765,                 6.668759,                 4.845518,                 5.513373,                 6.627768,                 6.456946,                 6.007661,                37.818146,                 6.325189,                 4.989796,                 0.006735,                 0.006726,                 0.006838,                 0.006218,                 0.005473,                 0.004155,             18879.070110
