gwp_tramway_trolley,gwp_bus_coach_diesel,gwp_bus_coach_hydiesel,gwp_bus_coach_cng_stoich,gwp_bus_coach_fc_hybridh2,gwp_train_pub,gwp_car_diesel,gwp_car_ng,gwp_car_methanol,gwp_car_bev,gwp_car_fuel_cell,gwp_train_freight,gwp_boat_freight_diesel,gwp_boat_freight_methanol,gwp_truck_diesel,gwp_truck_methanol,gwp_truck_fuel_cell,gwp_op
              6544.639749,                17.118569,               129.722061,                57.794495,               102.561951,              1127.467861,                52.315292,                51.166229,                29.100723,                10.890579,               232.650043,                16.924777,               127.272766,               841.884166,                50.517273,               688.855505,               509.065937,              3482.160415
              6486.769749,                14.643569,               262.222061,                87.794495,               152.561951,              3878.092861,                24.815292,                46.166229,               156.600723,                23.390579,               112.635043,                19.024777,               433.272766,               604.234166,                20.517273,               502.130505,               468.940937,              3414.875786
              6371.029749,                19.593569,               527.222061,                27.794495,                52.561951,              2044.342861,                79.815292,                56.166229,                71.600723,                48.390579,               192.645043,                23.224777,               229.272766,               128.934166,                40.517273,               128.680505,               549.190937,              3583.534209
              6356.562249,                10.312319,               162.847061,                50.294495,                90.061951,              2273.561611,                86.690292,                47.416229,               124.725723,                14.015579,               202.646293,                24.799777,               101.772766,               544.821666,                53.017273,               735.536755,               499.034687,              3305.652430
              6472.302249,                15.262319,               427.847061,               110.294495,               190.061951,              4107.311611,                31.690292,                57.416229,                39.725723,                39.015579,               122.636293,                20.599777,               305.772766,                69.521666,                33.017273,               362.086755,               579.284687,              3440.221073
              6530.172249,                12.787319,               295.347061,                20.294495,               140.061951,              1356.686611,                 4.190292,                42.416229,               167.225723,                26.515579,               242.651293,                18.499777,               203.772766,               307.171666,                43.017273,               175.361755,               539.159687,              3355.890292
              6414.432249,                17.737319,                30.347061,                80.294495,                40.061951,              3190.436611,                59.190292,                52.416229,                82.225723,                 1.515579,               162.641293,                22.699777,               407.772766,               782.471666,                23.017273,               548.811755,               458.909687,              3524.548592
              6385.497249,                14.024819,               494.097061,                35.294495,               115.061951,              2731.999111,               100.440292,                59.916229,               103.475723,                32.765579,               262.653793,                19.549777,               152.772766,               901.296666,                38.017273,               642.174255,               599.347187,              3398.056211
              6501.237249,                18.974819,               229.097061,                95.294495,                15.061951,               898.249111,                45.440292,                49.916229,                18.475723,                 7.765579,               182.643793,                23.749777,               356.772766,               425.996666,                58.017273,               268.724255,               519.097187,              3566.714352
              6443.367249,                11.549819,                96.597061,                 5.294495,                65.061951,              3648.874111,                17.940292,                54.916229,               145.975723,                20.265579,               222.648793,                21.649777,               254.772766,               188.346666,                28.017273,                81.999255,               478.972187,              3330.770959
              6327.627249,                16.499819,               361.597061,                65.294495,               165.061951,              1815.124111,                72.940292,                44.916229,                60.975723,                45.265579,               142.638793,                17.449777,               458.772766,               663.646666,                48.017273,               455.449255,               559.222187,              3465.339042
              6324.010374,                14.179507,               187.690811,                18.419495,                24.436951,              3247.741299,                 9.346542,                57.103729,               143.319473,                10.109329,               190.144731,                24.143527,                69.897766,               232.906041,                28.642273,               397.097692,               566.745625,              3421.437137
              6439.750374,                19.129507,               452.690811,                78.419495,               124.436951,              1413.991299,                64.346542,                47.103729,                58.319473,                35.109329,               270.154731,                19.943527,               273.897766,               708.206041,                48.642273,                23.647692,               486.495625,              3556.003792
              6497.620374,                11.704507,               320.190811,                48.419495,               174.436951,              4164.616299,                91.846542,                52.103729,               100.819473,                47.609329,               150.139731,                17.843527,               171.897766,               945.856041,                38.642273,               210.372692,               526.620625,              3320.061493
