gwp_batt_li,gwp_bev_batt,gwp_phev_batt,gwp_phs,gwp_ts_dec_direct_elec,gwp_ts_dec_hp_elec,gwp_ts_dec_thhp_gas,gwp_ts_dec_cogen_gas,gwp_ts_dec_cogen_oil,gwp_ts_dec_advcogen_gas,gwp_ts_dec_advcogen_h2,gwp_ts_dec_boiler_gas,gwp_ts_dec_boiler_wood,gwp_ts_dec_boiler_oil,gwp_ts_dhn_daily,gwp_ts_dhn_seasonal,gwp_ts_high_temp,gwp_gas_storage,gwp_h2_storage,gwp_diesel_storage,gwp_gasoline_storage,gwp_lfo_storage,gwp_ammonia_storage,gwp_methanol_storage,gwp_co2_storage,gwp_op
                74.418009,                91.658634,                59.439369,                 8.437214,                78.647406,                 0.130093,                 0.302899,                 0.105412,                 0.363108,                 0.008306,                 0.006875,                 0.316198,                 0.031228,                 0.325710,                 0.092076,                 0.119648,                 0.547867,                 0.120529,                 0.216972,                 0.192317,                 0.130812,                 0.147532,                 0.191079,                 0.221760,                 0.150236,              3635.488237
                89.743009,                45.683634,                84.689369,                 6.354714,                94.612406,                 0.102343,                 0.242649,                 0.255412,                 0.175608,                 0.010056,                 0.008625,                 0.383698,                 0.041228,                 0.450710,                 0.071276,                 0.098848,                 0.447867,                 0.160029,                 0.179472,                 0.079817,                 0.093312,                 0.185032,                 0.153579,                 0.109260,                 0.117736,              3635.059780
                59.093009,                76.333634,               135.189369,                10.519714,                62.682406,                 0.157843,                 0.122149,                 0.155412,                 0.300608,                 0.006556,                 0.005125,                 0.248698,                 0.021228,                 0.700710,                 0.112876,                 0.057248,                 0.247867,                 0.081029,                 0.104472,                 0.154817,                 0.168312,                 0.110032,                 0.078579,                 0.184260,                 0.182736,              3635.464017
                51.430509,                38.021134,                72.064369,                 5.313464,                86.629906,                 0.143968,                 0.212524,                 0.130412,                 0.206858,                 0.009181,                 0.007750,                 0.282448,                 0.056228,                 0.638210,                 0.102476,                 0.067648,                 0.597867,                 0.179779,                 0.085722,                 0.173567,                 0.112062,                 0.128782,                 0.209829,                 0.165510,                 0.068986,              3634.803901
                82.080509,                68.671134,               122.564369,                 9.478464,                54.699906,                 0.088468,                 0.333024,                 0.230412,                 0.331858,                 0.005681,                 0.004250,                 0.147448,                 0.036228,                 0.388210,                 0.060876,                 0.109248,                 0.397867,                 0.100779,                 0.160722,                 0.098567,                 0.187062,                 0.203782,                 0.134829,                 0.090510,                 0.133986,              3635.542267
                66.755509,                53.346134,               147.814369,                 7.395964,                38.734906,                 0.116218,                 0.272774,                 0.180412,                 0.144358,                 0.003931,                 0.009500,                 0.214948,                 0.046228,                 0.263210,                 0.123276,                 0.088448,                 0.297867,                 0.219279,                 0.198222,                 0.211067,                 0.224562,                 0.091282,                 0.097329,                 0.203010,                 0.101486,              3638.865368
                36.105509,                83.996134,                97.314369,                11.560964,                70.664906,                 0.060718,                 0.152274,                 0.280412,                 0.269358,                 0.007431,                 0.006000,                 0.349948,                 0.026228,                 0.513210,                 0.081676,                 0.046848,                 0.497867,                 0.140279,                 0.123222,                 0.136067,                 0.149562,                 0.166282,                 0.172329,                 0.128010,                 0.166486,              3639.538137
                38.021134,                51.430509,                62.595619,                11.300651,                88.625531,                 0.084999,                 0.325493,                 0.236662,                 0.261545,                 0.005900,                 0.004469,                 0.172761,                 0.042478,                 0.372585,                 0.115476,                 0.065048,                 0.385367,                 0.135341,                 0.109159,                 0.206379,                 0.144874,                 0.124094,                 0.120766,                 0.113948,                 0.097424,              3639.063785
                68.671134,                82.080509,               113.095619,                 7.135651,                56.695531,                 0.140499,                 0.204993,                 0.136662,                 0.136545,                 0.009400,                 0.007969,                 0.307761,                 0.022478,                 0.622585,                 0.073876,                 0.106648,                 0.585367,                 0.214341,                 0.184159,                 0.131379,                 0.219874,                 0.199094,                 0.195766,                 0.188948,                 0.162424,              3638.520452
                83.996134,                36.105509,               138.345619,                 9.218151,                40.730531,                 0.057249,                 0.144743,                 0.286662,                 0.324045,                 0.007650,                 0.006219,                 0.375261,                 0.052478,                 0.747585,                 0.094676,                 0.085848,                 0.485367,                 0.095841,                 0.221659,                 0.168879,                 0.182374,                 0.086594,                 0.158266,                 0.076448,                 0.129924,              3634.938504
                53.346134,                66.755509,                87.845619,                 5.053151,                72.660531,                 0.112749,                 0.265243,                 0.186662,                 0.199045,                 0.004150,                 0.009719,                 0.240261,                 0.032478,                 0.497585,                 0.053076,                 0.044248,                 0.285367,                 0.174841,                 0.146659,                 0.093879,                 0.107374,                 0.161594,                 0.083266,                 0.151448,                 0.194924,              3634.122618
                61.008634,                43.768009,               125.720619,                12.341901,                32.748031,                 0.126624,                 0.355618,                 0.111662,                 0.292795,                 0.008525,                 0.005344,                 0.274011,                 0.047478,                 0.435085,                 0.063476,                 0.075448,                 0.535367,                 0.115591,                 0.127909,                 0.075129,                 0.163624,                 0.217844,                 0.214516,                 0.170198,                 0.081174,              3639.294043
                91.658634,                74.418009,                75.220619,                 8.176901,                64.678031,                 0.071124,                 0.235118,                 0.211662,                 0.167795,                 0.005025,                 0.008844,                 0.139011,                 0.027478,                 0.685085,                 0.105076,                 0.117048,                 0.335367,                 0.194591,                 0.202909,                 0.150129,                 0.088624,                 0.142844,                 0.139516,                 0.095198,                 0.146174,              3638.706632
                76.333634,                59.093009,               100.470619,                10.259401,                80.643031,                 0.154374,                 0.174868,                 0.161662,                 0.355295,                 0.006775,                 0.003594,                 0.206511,                 0.057478,                 0.560085,                 0.042676,                 0.096248,                 0.235367,                 0.155091,                 0.165409,                 0.112629,                 0.126124,                 0.180344,                 0.102016,                 0.207698,                 0.113674,              3639.006535
                45.683634,                89.743009,               150.970619,                 6.094401,                48.713031,                 0.098874,                 0.295368,                 0.261662,                 0.230295,                 0.010275,                 0.007094,                 0.341511,                 0.037478,                 0.310085,                 0.084276,                 0.054648,                 0.435367,                 0.234091,                 0.090409,                 0.187629,                 0.201124,                 0.105344,                 0.177016,                 0.132698,                 0.178674,              3638.008009
                41.852384,                32.274259,                81.533119,                 7.656276,                60.686781,                 0.105811,                 0.310431,                 0.174162,                 0.308420,                 0.005462,                 0.007531,                 0.392136,                 0.024978,                 0.528835,                 0.110276,                 0.122248,                 0.310367,                 0.125466,                 0.099784,                 0.103254,                 0.154249,                 0.077219,                 0.130141,                 0.085823,                 0.105549,              3634.832479
                72.502384,                62.924259,               132.033119,                11.821276,                92.616781,                 0.161311,                 0.189931,                 0.274162,                 0.183420,                 0.008962,                 0.004031,                 0.257136,                 0.044978,                 0.278835,                 0.068676,                 0.080648,                 0.510367,                 0.204466,                 0.174784,                 0.178254,                 0.079249,                 0.152219,                 0.205141,                 0.160823,                 0.170549,              3643.038388
                87.827384,                47.599259,               106.783119,                 5.573776,                76.651781,                 0.078061,                 0.129681,                 0.124162,                 0.370920,                 0.007212,                 0.009281,                 0.189636,                 0.034978,                 0.403835,                 0.089476,                 0.059848,                 0.410367,                 0.085966,                 0.212284,                 0.140754,                 0.116749,                 0.114719,                 0.167641,                 0.123323,                 0.073049,              3630.387802
                57.177384,                78.249259,                56.283119,                 9.738776,                44.721781,                 0.133561,                 0.250181,                 0.224162,                 0.245920,                 0.003712,                 0.005781,                 0.324636,                 0.054978,                 0.653835,                 0.047876,                 0.101448,                 0.210367,                 0.164966,                 0.137284,                 0.215754,                 0.191749,                 0.189719,                 0.092641,                 0.198323,                 0.138049,              3638.925476
                49.514884,                55.261759,               144.658119,                 6.615026,                68.669281,                 0.119686,                 0.340556,                 0.299162,                 0.277170,                 0.008087,                 0.010156,                 0.223386,                 0.029978,                 0.716335,                 0.079076,                 0.111848,                 0.560367,                 0.105716,                 0.118534,                 0.197004,                 0.135499,                 0.170969,                 0.223891,                 0.217073,                 0.121799,              3632.735241
                80.164884,                85.911759,                94.158119,                10.780026,                36.739281,                 0.064186,                 0.220056,                 0.199162,                 0.152170,                 0.004587,                 0.006656,                 0.358386,                 0.049978,                 0.466335,                 0.120676,                 0.070248,                 0.360367,                 0.184716,                 0.193534,                 0.122004,                 0.210499,                 0.095969,                 0.148891,                 0.142073,                 0.186799,              3640.896049
                64.839884,                39.936759,                68.908119,                 4.532526,                52.704281,                 0.147436,                 0.159806,                 0.249162,                 0.339670,                 0.006337,                 0.008406,                 0.290886,                 0.039978,                 0.341335,                 0.058276,                 0.049448,                 0.260367,                 0.145216,                 0.156034,                 0.159504,                 0.172999,                 0.208469,                 0.111391,                 0.179573,                 0.089299,              3632.152650
                34.189884,                70.586759,               119.408119,                 8.697526,                84.634281,                 0.091936,                 0.280306,                 0.149162,                 0.214670,                 0.009837,                 0.004906,                 0.155886,                 0.059978,                 0.591335,                 0.099876,                 0.091048,                 0.460367,                 0.224216,                 0.081034,                 0.084504,                 0.097999,                 0.133469,                 0.186391,                 0.104573,                 0.154299,              3640.529206
                33.232072,                56.219572,                86.267494,                 5.443620,                39.732718,                 0.135296,                 0.140977,                 0.271037,                 0.335764,                 0.004915,                 0.006984,                 0.371042,                 0.021853,                 0.364773,                 0.059576,                 0.084548,                 0.479117,                 0.201998,                 0.163066,                 0.213411,                 0.194093,                 0.098313,                 0.151235,                 0.139729,                 0.176642,              3636.018182
                63.882072,                86.869572,               136.767494,                 9.608620,                71.662718,                 0.079796,                 0.261477,                 0.171037,                 0.210764,                 0.008415,                 0.010484,                 0.236042,                 0.041853,                 0.614773,                 0.101176,                 0.042948,                 0.279117,                 0.122998,                 0.088066,                 0.138411,                 0.119093,                 0.173313,                 0.076235,                 0.214729,                 0.111642,              3636.515572
                79.207072,                40.894572,               111.517494,                 7.526120,                87.627718,                 0.163046,                 0.321727,                 0.221037,                 0.273264,                 0.010165,                 0.005234,                 0.168542,                 0.031853,                 0.739773,                 0.080376,                 0.063748,                 0.379117,                 0.162498,                 0.125566,                 0.175911,                 0.081593,                 0.135813,                 0.113735,                 0.102229,                 0.144142,              3636.314785
                48.557072,                71.544572,                61.017494,                11.691120,                55.697718,                 0.107546,                 0.201227,                 0.121037,                 0.148264,                 0.006665,                 0.008734,                 0.303542,                 0.051853,                 0.489773,                 0.121976,                 0.105348,                 0.579117,                 0.083498,                 0.200566,                 0.100911,                 0.156593,                 0.210813,                 0.188735,                 0.177229,                 0.079142,              3637.097893
                56.219572,                33.232072,               149.392494,                 4.402370,                95.610218,                 0.093671,                 0.171102,                 0.196037,                 0.367014,                 0.009290,                 0.004359,                 0.269792,                 0.026853,                 0.427273,                 0.090776,                 0.094948,                 0.229117,                 0.182248,                 0.219316,                 0.082161,                 0.100343,                 0.154563,                 0.094985,                 0.158479,                 0.192892,              3633.943775
                86.869572,                63.882072,                98.892494,                 8.567370,                63.680218,                 0.149171,                 0.291602,                 0.296037,                 0.242014,                 0.005790,                 0.007859,                 0.404792,                 0.046853,                 0.677273,                 0.049176,                 0.053348,                 0.429117,                 0.103248,                 0.144316,                 0.157161,                 0.175343,                 0.079563,                 0.169985,                 0.083479,                 0.127892,              3634.491201
                71.544572,                48.557072,                73.642494,                 6.484870,                47.715218,                 0.065921,                 0.351852,                 0.146037,                 0.304514,                 0.004040,                 0.006109,                 0.337292,                 0.036853,                 0.552273,                 0.111576,                 0.074148,                 0.529117,                 0.221748,                 0.106816,                 0.119661,                 0.212843,                 0.192063,                 0.207485,                 0.195979,                 0.160392,              3637.976850
                40.894572,                79.207072,               124.142494,                10.649870,                79.645218,                 0.121421,                 0.231352,                 0.246037,                 0.179514,                 0.007540,                 0.009609,                 0.202292,                 0.056853,                 0.302273,                 0.069976,                 0.115748,                 0.329117,                 0.142748,                 0.181816,                 0.194661,                 0.137843,                 0.117063,                 0.132485,                 0.120979,                 0.095392,              3638.916983
                44.725822,                44.725822,                54.704994,                 9.087995,                67.671468,                 0.114483,                 0.125915,                 0.133537,                 0.351389,                 0.004478,                 0.009172,                 0.151667,                 0.044353,                 0.521023,                 0.043976,                 0.058548,                 0.404117,                 0.211873,                 0.153691,                 0.110286,                 0.109718,                 0.145188,                 0.160610,                 0.111604,                 0.152267,              3640.285443
                75.375822,                75.375822,               105.204994,                 4.922995,                35.741468,                 0.058983,                 0.246415,                 0.233537,                 0.226389,                 0.007978,                 0.005672,                 0.286667,                 0.024353,                 0.271023,                 0.085576,                 0.100148,                 0.204117,                 0.132873,                 0.078691,                 0.185286,                 0.184718,                 0.220188,                 0.085610,                 0.186604,                 0.087267,              3632.117909
                90.700822,                60.050822,               130.454994,                11.170495,                51.706468,                 0.142233,                 0.306665,                 0.183537,                 0.288889,                 0.009728,                 0.007422,                 0.354167,                 0.054353,                 0.396023,                 0.064776,                 0.120948,                 0.304117,                 0.172373,                 0.116191,                 0.147786,                 0.222218,                 0.107688,                 0.123110,                 0.149104,                 0.184767,              3640.924989
                60.050822,                90.700822,                79.954994,                 7.005495,                83.636468,                 0.086733,                 0.186165,                 0.283537,                 0.163889,                 0.006228,                 0.003922,                 0.219167,                 0.034353,                 0.646023,                 0.106376,                 0.079348,                 0.504117,                 0.093373,                 0.191191,                 0.222786,                 0.147218,                 0.182688,                 0.198110,                 0.224104,                 0.119767,              3632.402475
                52.388322,                52.388322,               117.829994,                10.129245,                59.688968,                 0.100608,                 0.156040,                 0.208537,                 0.320139,                 0.008853,                 0.008297,                 0.320417,                 0.049353,                 0.708523,                 0.095976,                 0.048148,                 0.254117,                 0.192123,                 0.209941,                 0.204036,                 0.203468,                 0.201438,                 0.104360,                 0.205354,                 0.136017,              3640.439116
                83.038322,                83.038322,                67.329994,                 5.964245,                91.618968,                 0.156108,                 0.276540,                 0.108537,                 0.195139,                 0.005353,                 0.004797,                 0.185417,                 0.029353,                 0.458523,                 0.054376,                 0.089748,                 0.454117,                 0.113123,                 0.134941,                 0.129036,                 0.128468,                 0.126438,                 0.179360,                 0.130354,                 0.071017,              3632.308635
                67.713322,                37.063322,                92.579994,                12.211745,                75.653968,                 0.072858,                 0.336790,                 0.258537,                 0.257639,                 0.003603,                 0.010047,                 0.252917,                 0.059353,                 0.333523,                 0.116776,                 0.110548,                 0.554117,                 0.231623,                 0.097441,                 0.166536,                 0.090968,                 0.163938,                 0.216860,                 0.167854,                 0.168517,              3644.755944
                37.063322,                67.713322,               143.079994,                 8.046745,                43.723968,                 0.128358,                 0.216290,                 0.158537,                 0.132639,                 0.007103,                 0.006547,                 0.387917,                 0.039353,                 0.583523,                 0.075176,                 0.068948,                 0.354117,                 0.152623,                 0.172441,                 0.091536,                 0.165968,                 0.088938,                 0.141860,                 0.092854,                 0.103517,              3636.409215
                35.147697,                35.147697,               102.048744,                 6.745182,                53.702093,                 0.152639,                 0.269009,                 0.102287,                 0.156076,                 0.006009,                 0.004141,                 0.143229,                 0.053103,                 0.286648,                 0.124576,                 0.045548,                 0.466617,                 0.127935,                 0.195878,                 0.161848,                 0.161280,                 0.206125,                 0.165297,                 0.078791,                 0.156330,              3633.737805
                65.797697,                65.797697,                51.548744,                10.910182,                85.632093,                 0.097139,                 0.148509,                 0.202287,                 0.281076,                 0.009509,                 0.007641,                 0.278229,                 0.033103,                 0.536648,                 0.082976,                 0.087148,                 0.266617,                 0.206935,                 0.120878,                 0.086848,                 0.086280,                 0.131125,                 0.090297,                 0.153791,                 0.091330,              3642.097874
                81.122697,                50.472697,                76.798744,                 4.662682,                69.667093,                 0.124889,                 0.208759,                 0.152287,                 0.218576,                 0.007759,                 0.005891,                 0.345729,                 0.043103,                 0.661648,                 0.103776,                 0.107948,                 0.366617,                 0.088435,                 0.083378,                 0.199348,                 0.123780,                 0.168625,                 0.127797,                 0.116291,                 0.188830,              3629.696874
